ModeCode,NTDModeCode,AssetDesc,AgencyDetail,AssetStatus,AssetTypeRoot,AssetTypeVariant,YRBuilt,YRInService,AgencyUsefulLife,StdUsefulLife,Quantity,UnitType,UnitCost,AgencySoftCost,TotalCost,YRCost,AssetPhysAddress,AssetPhysZIP,Latitude,Longitude,LineDivision,BranchGarage,SegmentRoute,LocLinearStart,LocLinearEnd,AgencyAssetUID,AgencyAssetClass,AgencyDeptOwner,AgencyNotes,AgencyConditionRating,AgencyParentUID,AgencyProjNum,AgencyProjCat,AgencyProjDesc,AgencySubFleetID,TOS,RevenueFlag,PriorityStatus,TCPScore,SquareFootage,HistoricPresrvFlag,ItemizedFlag,Manufacturer,ManufacturerCode,ModelNumber,FuelType,CapacitySeated,CapacityStanding,DataYR,DataSRC,ReviewFlag,ApprovedFlag,ApprovalComment,DelayReplaceAge,Rehabed,RehabedDate,CostNotes,UserField1,UserField2,UserField3,UserField4,FilterValue,RVID,PercentContingencyFleet,AssetPhysCity,AssetPhysState,DateofLastCondAssessment,AgencyCapitalResponsibility,LastRenewalYR,LastRenewalType,ADAFlag,AdditionalModeSupport,FTARecodeCategory,LastUpdated,Length,OwnershipType,FundingType,MilesThisYR,LifetimeMilesPerVeh
SY,SY,CAR - 2003 FORD SEDAN,CAR - 2003 FORD SEDAN,RET,53001.0,,2015,2015,7,,1.0,Vehicles,16326.73,0.0,16326.73,2015.0,Adm Bldg Non-Rev Vehicles,,,,,,,,,A0003473,,,"2003 Cost-$16,326.73 Ad, Bldg Non-Rev Vehicles",,,,,,,,,3.0,,,False,,,FRD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,
MB,MB,ENGINE DYNAMOMETER,ENGINE DYNAMOMETER,EXT,23406.0,,2015,2015,7,,1.0,Each,19991.4,0.0,19991.4,2015.0,Heavy Duty Maint. Bldg.,,,,,,,,,BG004872,,,"2003 Cost-$19,991.40 - Heavy Duty Maint. Bldg",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,SOFTWARE - FONT FOLIO,SOFTWARE - FONT FOLIO,EXT,39200.0,,2015,2015,5,,1.0,Each,8829.89,0.0,8829.89,2015.0,SR Dist Bldg Mrktg Office,,,,,,,,,A0003458,,,"2003 Cost-$8,829.89 - SR Dist Bldg Mrktg Office",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,COMPUTER SERVER,COMPUTER SERVER,RET,39103.0,,2015,2015,5,,1.0,Each,9000.08,0.0,9000.08,2015.0,IS Data Entry Office,,,,,,,,,A0003470,,,"2003 Cost-$9,000.08 - IS Data Entry Office",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,SF FT LAY BERTH,SF FT LAY BERTH,EXT,10701.0,,2015,2015,3,,1.0,Lump Sum,349255.48,0.0,349255.48,2015.0,SFFT,,,,,,,,,F0001456,,,"SF FT LAY BERTH DREDGING-2003 Cost-$349,255.48",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Infrastructure,,,,,,,,,,,Ferryboat (FB),,,,,,
SY,SY,TRAILER - ENG CONSULTANT,TRAILER - ENG CONSULTANT,EXT,21100.0,,2015,2015,25,,1.0,Each,328257.63,0.0,328257.63,2015.0,Bldg A - Eng Seismic Trailer,,,,,,,,,BR001898,,,Bldg A - Eng Seismic Trailer,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,STORES ROOF REHABILITATION,STORES ROOF REHABILITATION,EXT,21507.0,,2015,2015,20,,1.0,Sq Foot,39668.01,0.0,39668.01,2015.0,,,,,,,,,,BR00001201,,,Store Warehouse,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,OFFICE FURNITURE,OFFICE FURNITURE,EXT,23200.0,,2015,2015,20,,1.0,Each,10250.38,0.0,10250.38,2015.0,Adm Bldg Chief Engineer Office,,,,,,,,,A0003348,,,"2002 Cost-$10,250.38 - Adm Bldg Chief Engineer Office",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,WORKSTATION,WORKSTATION,EXT,23102.0,,2015,2015,20,,1.0,Each,6549.86,0.0,6549.86,2015.0,D1 Scheduling,,,,,,,,,B0009248,,,"2002 Workstation-$6,549.86 - D1 Scheduling",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,WHEEL ALIGNMENT SYSTEM,WHEEL ALIGNMENT SYSTEM,EXT,23300.0,,2015,2015,15,,1.0,Each,30019.46,0.0,30019.46,2015.0,Heavy Duty Maint. Bldg.,,,,,,,,,BG007540,,,"2002 Cost-$30,019.46 - Heavy Duty Maint. Bldg",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,METAL SHEAR,METAL SHEAR,EXT,23300.0,,2015,2015,15,,1.0,Each,19268.75,0.0,19268.75,2015.0,D1 Body Shop Bus Repair,,,,,,,,,BG004758,,,"2002 Cost-$19,268.75 - D1 Body Shop Bus Repair",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,LIGHT FIXTURES - PIT,LIGHT FIXTURES - PIT,EXT,21501.0,,2015,2015,15,,1.0,Lump Sum,9522.77,0.0,9522.77,2015.0,D1 Maint Shop Repair Pit,,,,,,,,,B0009247,,,"2002 Cost-$9,522.77 - D1 Maint Shop Repair Pit",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,MEZZANINE SHOP,MEZZANINE SHOP,EXT,23300.0,,2015,2015,15,,1.0,Each,12735.63,0.0,12735.63,2015.0,LFT Mezzanine Maint Bldg,,,,,,,,,F0001461,,,"2002 Cost-$12,735.63 - LFT Mezzanine Maint Bldg",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,TELEPHONE SYSTEM UPGRADE,TELEPHONE SYSTEM UPGRADE,EXT,33402.0,,2015,2015,10,,1.0,Each,9310.1,0.0,9310.1,2015.0,D1 Transportation Supertdt,,,,,,,,,BG00701106,,,"2002 Cost-$9,310.10 - D1 Transportation Supertdt",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,SAN RAFAEL OIL TANK FARM,SAN RAFAEL FUEL TANKS,EXT,23411.0,,2015,2015,10,,1.0,Each,275649.31,0.0,275649.31,2015.0,D1 Fuel Island,,,,,,,,,BG00532508,,,"2002 Cost-$275,649.31 - D1 Fuel Island",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,TRUCK - DODGE RAM PICKUP,TRUCK - DODGE RAM PICKUP,EXT,53002.0,,2015,2015,10,,1.0,Vehicles,20425.89,0.0,20425.89,2015.0,LFT Outside Areas,,,,,,,,,F0001460,,,"2002 Cost-$20,425.89 LFT Outside Areas",,,,,,,,,3.0,,,False,,,DMC,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
SY,SY,PRINTER-LASERJET COLOR HP5550N,PRINTER_LASERJET COLOR HP5550N,EXT,39105.0,,2015,2015,5,,1.0,Each,5623.59,0.0,5623.59,2015.0,Bldg C - Construction Trailer,,,,,,,,,A0003379,,,Bldg C - Construction Trailer,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,SAN RAFAEL ADMIN SECURIT,SAN RAFAEL ADMIN BLDG,EXT,21100.0,,2015,2015,20,,1.0,Building,9575.38,0.0,9575.38,2015.0,,,,,,,,,,B000020811,,,D1 Yard - Install Video Camera & Electric Lock to Bus Admin Bldg,,,,,,,,,3.0,,19200.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,LARKSPUR FUEL TANK TEPL,LARKSPUR FUEL TANK TEPL,EXT,23411.0,,2015,2015,30,,1.0,Each,2264999.05,0.0,2264999.05,2015.0,LFT Outside Areas,,,,,,,,,FG00047203,,,"2001 Cost-$2,264,999.05 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,LARKSPUR FUEL TANK REPL,LARKSPUR FUEL TANK REPL,EXT,23411.0,,2015,2015,30,,1.0,Each,24736.82,0.0,24736.82,2015.0,LFT Outside Areas,,,,,,,,,FG00047204,,,"2001 Cost-$24,736.82 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,LARKSPUR DOCK #2 CYLINDE,LARKSPUR DOCK #2 CYLINDE,EXT,43023.0,,2015,2015,30,,1.0,Each,14751.23,0.0,14751.23,2015.0,LFT Outside Areas,,,,,,,,,FG00054503,,,"2001 Cost-$14,751.23 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,LARKSPUR DOCK #2 CYLINDE,LARKSPUR DOCK #2 CYLINDE,EXT,43023.0,,2015,2015,30,,1.0,Each,53485.44,0.0,53485.44,2015.0,LFT Outside Areas,,,,,,,,,FG00054502,,,"2001 Cost-$53,485.44 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,LARKSPUR DOCK #1 CYLINDE,LARKSPUR DOCK #1 CYLINDE,EXT,43023.0,,2015,2015,30,,1.0,Each,14751.24,0.0,14751.24,2015.0,LFT Outside Areas,,,,,,,,,FG00047403,,,"2001 Cost-$14,751.24 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,LARKSPUR DOCK #1 CYLINDE,LARKSPUR DOCK #1 CYLINDE,EXT,43023.0,,2015,2015,30,,1.0,Each,53485.45,0.0,53485.45,2015.0,LFT Outside Areas,,,,,,,,,FG00047402,,,"2001 Cost-$53,485.45 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,SAN RAFAEL TRAINING TRAILER,SAN RAFAEL TRAINING TRAILER,EXT,21100.0,,2015,2015,25,,1.0,Each,264149.17,0.0,264149.17,2015.0,D1 Yard,,,,,,,,,B000901201,,,"2001 Permanent Structures-$264,149.17 - D1 Yard",,,,,,,,,3.0,,3400.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,EMERGENCY POWER GENERATR,EMERGENCY POWER GENERATR,EXT,21512.0,,2015,2015,15,,1.0,Each,287484.29,0.0,287484.29,2015.0,LFT Outside Areas,,,,,,,,,FG000995,,,"2001 Cost-$287,484.29 - LFT Outside Areas",,,,,,,,,3.0,,680.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,RECLAIM SYSTEM,RECLAIM SYSTEM,EXT,23300.0,,2015,2015,15,,1.0,Each,7541.36,0.0,7541.36,2015.0,Heavy Duty Maint. Bldg.,,,,,,,,,BG007537,,,"2001 Cost-$7,541.36 - Heavy Duty Maint. Bldg",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,TRUCK PICKUP DODGE,TRUCK PICKUP DODGE,EXT,53002.0,,2015,2015,10,,1.0,Vehicles,21158.28,0.0,21158.28,2015.0,LFT Outside Areas,,,,,,,,,F0001471,,,"2001 Cost-$21,158.28 LFT Outside Areas",,,,,,,,,3.0,,,False,,,DMC,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
MB,MB,ENGINE - TRAINING,ENGINE - TRAINING,EXT,23300.0,,2015,2015,10,,1.0,Each,7182.65,0.0,7182.65,2015.0,Heavy Duty Maint. Bldg.,,,,,,,,,B0009254,,,"2001 Cost-$7,182.65 - Heavy Duty Maint Bldg",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,BUS SCHEDULING DATABASE,BUS SCHEDULING DATABASE,EXT,37003.0,,2015,2015,10,,1.0,Each,30168.0,0.0,30168.0,2015.0,D1 Conference Room,,,,,,,,,BG00751101,,,2001 Cost-$30.168 - D1 Conference Room,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,BUS KIOSK SIGNAGE,BUS KIOSK SIGNAGE,EXT,41901.0,,2015,2015,10,,1.0,Each,19590.12,0.0,19590.12,2015.0,Bus Stop Shelter,,,,,,,,,BG00078305,,,"2001 Cost-$19,590.12 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,LARKSPUR LOT LANDSCAPING,LARKSPUR LOT LANDSCAPING,EXT,43000.0,,2015,2015,10,,1.0,Space,13637.55,0.0,13637.55,2015.0,LFT Outside Areas,,,,,,,,,FG00047303,,,"2001 Cost-$13,637.55 -LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
SY,SY,COMMUNICATIONS/SECURITY,COMMUNICATIONS/SECURITY-Enhancement,RET,23100.0,,2015,2015,7,,1.0,Each,13000.0,0.0,13000.0,2015.0,,,,,,,,,,B000924101,,,"2001 Cost-$13,000",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,ENGINE ANGLYZER KIT-DELU,ENGINE ANGLYZER KIT-DELU,EXT,23300.0,,2015,2015,7,,1.0,Each,6447.96,0.0,6447.96,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,BG007519,,,"2001 Cost-$6,447.96 - D1 Non-Revenue Vehicles",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,SCANNER STORAGE DEVICE,SCANNER STORAGE DEVICE,RET,23100.0,,2015,2015,5,,1.0,Each,15199.58,0.0,15199.58,2015.0,IS Data Entry Office,,,,,,,,,A00003388,,,IS Data Center,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,NETWORK WIRING UPGRADE,NETWORK WIRING UPGRADE,EXT,39300.0,,2015,2015,5,,1.0,Each,19616.21,0.0,19616.21,2015.0,LFT Mezzanine Maint Bldg,,,,,,,,,FG00075602,,,"2001 Cost-$19,616.21 - LFT Mezzanine Maint Bldg",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,TELECONFERENCE SYSTEM,TELECONFERENCE SYSTEM,EXT,33400.0,,2015,2015,7,,1.0,Each,7740.85,0.0,7740.85,2015.0,,,,,,,,,,BR001744,,,Adm Bldg Board Room,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,SAN RAFAEL ADMIN HVAC,SAN RAFAEL ADMIN SECURITY,EXT,21100.0,,2015,2015,20,,1.0,Building,108210.92,0.0,108210.92,2015.0,D1 Yard,,,,,,,,,B000020810,,,D1 Yard,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,LOCKER DRUM,LOCKER DRUM,EXT,23300.0,,2015,2015,25,,1.0,Each,9911.18,0.0,9911.18,2015.0,LFT Outside Areas,,,,,,,,,F0001526,,,"2000 Cost-$9,911.18 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,EMISSIONS ANALYZER,EMISSIONS ANALYZER,EXT,23300.0,,2015,2015,15,,1.0,Each,9334.99,0.0,9334.99,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,B0009231,,,"2000 cost-$9,334.99 - D1 Non-Revenue Vehicles",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,SAN RAFAEL YARD SECURITY,SAN RAFAEL YARD SECURITY,EXT,21509.0,,2015,2015,10,,1.0,Space,40113.77,0.0,40113.77,2015.0,D1 Yard,,,,,,,,,BG00532704,,,"2000 Cost-$40,113.77 - D1 Yard",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,SAN RAFAEL FUEL TANKS,SAN RAFAEL FUEL TANKS,EXT,23411.0,,2015,2015,10,,1.0,Each,81389.44,0.0,81389.44,2015.0,D1 Yard,,,,,,,,,BG00532507,,,"2000 Cost-$81,389.44 - D1 Yard",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,BUS SCHEDULING DATABASE,BUS SCHEDULING DATABASE,EXT,37003.0,,2015,2015,10,,1.0,Each,543247.8,0.0,543247.8,2015.0,D1 Conference Room,,,,,,,,,BG007511,,,"2000 Cost-$543,247.80 - D1 Conference Room",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,SEDAN 2000 HONDA CIVIC,SEDAN 2000 HONDA CIVIC,RET,53001.0,,2015,2015,7,,1.0,Vehicles,21218.71,0.0,21218.71,2015.0,,,,,,,,,,A0003190,,,"2000 Cost-$21,218.71 Adm Bld Non-Rev Vehicles",,,,,,,,,3.0,,,False,,,HMC,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,
FB,FB,COMPUTER SOFTWARE,COMPUTER SOFTWARE,RET,39200.0,,2015,2015,5,,1.0,Each,9999.78,0.0,9999.78,2015.0,LFT Maintenance Office,,,,,,,,,F0001477,,,"2003 Cost-$8,829.89 - LFT Maintenance Office",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,
DR,DR,PARATRANSIT SCHEDULING,TRAPEZE SOFTWARE - COMPUTER AIDED DISPATCH,EXT,37003.0,,2015,2015,10,,1.0,Each,6099.0,0.0,6099.0,2015.0,WhistleStop,,,,,,,,,BG00471801,,,"2000 Cost-$6,099 - WhistleStop",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Bus (BU),,,,,,
FB,FB,LARKSPUR BILGEWATER SYS,LARKSPUR BILGEWATER SYS,EXT,43024.0,,2015,2015,30,,1.0,Each,107807.0,0.0,107807.0,2015.0,LFT Outside Areas,,,,,,,,,FG000677,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,NOVATO FUEL TANKS,NOVATO FUEL TANKS,RET,23411.0,,2015,2015,10,,1.0,Each,536914.0,0.0,536914.0,2015.0,D2 Service Building,,,,,,,,,BG00532201,,,"1999 Cost-$536,914 - D2 Service Building",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,INSTALL DATA CABLING,INSTALL DATA CABLING,EXT,39000.0,,2015,2015,10,,1.0,Each,15260.79,0.0,15260.79,2015.0,D1 Bus Transit Manager,,,,,,,,,B0009211,,,"1999 Cost-$15,260.79 - D1 Bus Transit Manager",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,ELECTRIC CHARGING STATIO,ELECTRIC CHARGING STATION,EXT,23300.0,,2015,2015,10,,1.0,Each,45092.74,0.0,45092.74,2015.0,LFT Outside Areas,,,,,,,,,FG000766,,,"1999 Cost-45,092.74 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,BAR PORTABLE MVDN,BAR PORTABLE MVDN,EXT,23200.0,,2015,2015,10,,1.0,Each,7887.44,0.0,7887.44,2015.0,MV Del Norte,,,,,,,,,F0001523,,,Includes fixed service center refrigerator W. Countertop,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Ferryboat (FB),,,,,,
DR,DR,PARATRANSIT SCHEDULING,TRAPEZE SOFTWARE - COMPUTER AIDED DISPATCH,EXT,37003.0,,2015,2015,10,,1.0,Each,116745.38,0.0,116745.38,2015.0,WhistleStop,,,,,,,,,BG004718,,,"1999 Cost-$116,745.38 - WhistleStop",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Bus (BU),,,,,,
MB,MB,CART ELECTRIC,CART ELECTRIC,EXT,53003.0,,2015,2015,3,,1.0,Vehicle,6466.67,0.0,6466.67,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,B0009208,,,D1 Non-Revenue Vehicle,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
MB,MB,SAN RAFAEL ADMIN HVAC,SAN RAFAEL ADMIN HVAC,EXT,21100.0,,2015,2015,20,,1.0,Building,47550.08,0.0,47550.08,2015.0,,,,,,,,,,B000020809,,,D1 Yard,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,SAUSALITO TERMINAL,SAUSALITO TERMINAL,EXT,43010.0,,2015,2015,30,,1.0,Each,153260.44,0.0,153260.44,2015.0,Sausilito Layup Berth,,,,,,,,,FG00053902,,,"1998 Cost-$153,260.44 - Sausalito Layup Berth",,,,,,,,,3.0,,8000.0,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Parking Facilities,,,,,,
FB,FB,LARKSPUR DOCK #2 GANGWAY,LARKSPUR DOCK #2 GANGWAY,EXT,43022.0,,2015,2015,30,,1.0,Each,438798.0,0.0,438798.0,2015.0,LFT Outside Areas,,,,,,,,,FG00054501,,,"1998 Cost-$438,798 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,LARKSPUR DOCK #1 GANGWAY,LARKSPUR DOCK #1 GANGWAY,EXT,43022.0,,2015,2015,30,,1.0,Each,438798.0,0.0,438798.0,2015.0,LFT Outside Areas,,,,,,,,,FG00047401,,,"1998 Cost-$438,798 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,MV DEL NORTE,MV DEL NORTE 1998,EXT,51505.0,,1998,1998,42,,1.0,Vehicle,7686362.9,0.0,7686362.9,2015.0,MV Del Norte,,,,,,,,,FG000764,,,"1998 Cost-$7,686,362.90; 1999 Impeller Spare Del Norte- $34,320; 2007 Coating-$11,160.09; 2007 Fuel Injectors-$39,872.69; 1999 Engine Spare-$212,837.63; 1999 Waterjet Spare-$151,222.50; 1999-Waterjet Spare-$15,444",,,,,,,,,3.0,,,False,,Dakota Creek Industries,,AMD360D,DF,450.0,,,,,,,,,,,,,,,Revenue Vehicles,3891,,,,,,,,False,False,Ferryboat (FB),2020-08-11 21:59:13.257,134,OOPA,UA,34625.0,820689.0
MB,MB,BUS STOP SIGNS,BUS STOP SIGNS,EXT,41901.0,,2015,2015,10,,1.0,Each,22876.72,0.0,22876.72,2015.0,Bus Stop Shelter,,,,,,,,,BG00078302,,,"1998 Cost-$22,876.72 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,SAN RAFAEL ADMIN HVAC,SAN RAFAEL ADMIN HVAC,EXT,21505.0,,2015,2015,20,,1.0,Lump Sum,14696.09,0.0,14696.09,2015.0,D1 Yard,,,,,,,,,B000020807,,,D1 Yard,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,TRAILER OFFICE D/P,TRAILER OFFICE D/P,EXT,21100.0,,2015,2015,25,,1.0,Building,11741.04,0.0,11741.04,2015.0,IS Data Entry Office,,,,,,,,,A0002832,,,IS Data Entry Office,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,SAUSALITO TERMINAL,SAUSALITO TERMINAL,EXT,43010.0,,2015,2015,30,,1.0,Each,1067944.13,0.0,1067944.13,2015.0,Sausilito Layup Berth,,,,,,,,,FG00053901,,,"1997 Cost-$1,067,944.13 Sausalito Layup Berth",,,,,,,,,3.0,,8000.0,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Parking Facilities,,,,,,
MB,MB,SAN RAFAEL STORAGE BLDG,SAN RAFAEL STORAGE BLDG,EXT,21211.0,,2015,2015,25,,1.0,Each,230082.99,0.0,230082.99,2015.0,D1 Storage Building,,,,,,,,,B0000906,,,"1997 Permanent Structures-$230,082.99 - D1 Sotrage Building",,,,,,,,,3.0,,7400.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,LARKSPUR GUARD SHACK,LARKSPUR GUARD SHACK,EXT,41283.0,,2015,2015,25,,1.0,Each,8888.44,0.0,8888.44,2015.0,LFT Outside Areas,,,,,,,,,F0001506,,,"1997 Cost-$8,888.44",,,,,,,,,3.0,,458.0,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
