FB,FB,SAUSALITO LANDING REHABILITATION,ENVIRONMENTAL MITIGATION,EXT,43022,,2015,2015,10,,1,Lump Sum,"$100,000.00 ",0,"$100,000.00 ",2015,,,,,,,,,,CIP-1452,,,Sausalito landing environmental mitigation,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Ferryboat (FB),,,,,,,
FB,FB,TVM ENCLOSURE DOOR REPLACEMENT,TVM ENCLOSURE DOOR REPLACEMENT,EXT,38100,,2015,2015,10,,1,Lump Sum,"$100,000.00 ",0,"$100,000.00 ",2015,,,,,,,,,,CIP-1545,,,Replacement EVM Enclosure Door,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),39:37.3,,,,,,
SY,SY,TELEPHONE SWITCH-BRIDGE,TELEPHONE SWITCH-BRIDGE,EXT,33403,,2015,2015,5,,1,Each,"$99,182.80 ",0,"$99,182.80 ",2015,,,,,,,,,,A0003612,,,Adm Bldg Tele Switch/Rev Equip,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SAN RAFAEL EMPLOYEE LOT,SAN RAFAEL EMPLOYEE LOT,EXT,21509,,2015,2015,10,,1,Space,"$98,154.00 ",0,"$98,154.00 ",2015,D1 Yard,,,,,,,,,BG00532401,,,"1992 Cost-$98,154 - D1 Yard",,,,,,,,,3,,107467,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,ADMIN BLDG COMP,ADMIN BLDG COMP,EXT,21100,,2015,2015,50,,1,Building,"$96,287.00 ",0,"$96,287.00 ",2015,,,,,,,,,,BR00000402,,,Adm Bldg Toll Plaza Complex,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,RADIO CONTROL CONSOLE,RADIO CONTROL CONSOLE,RET,33500,,2015,2015,10,,1,Each,"$95,630.99 ",0,"$95,630.99 ",2015,D1 Dispatch/Radio Room,,,,,,,,,BG007341,,,"1992 Cost-$95,630.99 - d1 Dispatch/Radio Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,#1552 INDOOR WRLS NTWRK ACCESS,INDOOR WIRELESS NETWORK ACCESS,EXT,39302,,2015,2015,5,,1,Each,"$91,162.52 ",0,"$91,162.52 ",2015,Bldg H - IS Trailer,,,,,,,,,A0003660,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,BUS PAD & TURNOUT,BUS PAD & TURNOUT,EXT,41300,,2015,2015,10,,1,Each,"$90,000.00 ",0,"$90,000.00 ",2015,Bus Stop Shelter,,,,,,,,,BG007063,,,"1990 Cost-$90,000 - BUS PAD & TURNOUT- NOVATO SOUTH NOVATO BLVD AT MIDW AY",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,SAN RAFAEL BIKE SIGNAGE,SAN RAFAEL BIKE SIGNAGE,EXT,41900,,2015,2015,10,,1,Lump sum,"$89,024.46 ",0,"$89,024.46 ",2015,D1 Body Shop Bus Outside Area,,,,,,,,,BG00532709,,,D1 Body Shop Bus Outside Area,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,SAN RAFAEL WATER PIPING MOD,SAN RAFAEL WATER PIPING MOD,EXT,21503,,2015,2015,25,,1,Lump Sum,"$88,310.75 ",0,"$88,310.75 ",2015,D1 Yard,,,,,,,,,FA00018,,,"2004 Cost-$88,310.75 - SAN RAFAEL WATER PIPING MOD - Construct a new parking lot at the north side of Merchant Road west of the admin trailers creating 26 visitor parking spaces and 24 district employee parking spaces.",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,CONTAINER,CONTAINER,EXT,23300,,2015,2015,25,,1,Each,"$86,704.86 ",0,"$86,704.86 ",2015,LFT Outside Areas,,,,,,,,,F0001451,,,"2003 Cost-$86,704.86 - LFT Outside Areas",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,CONTAINER,CONTAINER,EXT,23300,,2015,2015,25,,1,Each,"$86,704.86 ",0,"$86,704.86 ",2015,LFT Outside Areas,,,,,,,,,F0001452,,,"2003 Cost-$86,704.86 - LFT Outside Areas",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,Transit Scheduling System,CIP ROLL OVER PROJECTS,PLN,37003,,2015,2015,10,,1,Lump Sum,"$86,492.38 ",0,"$86,492.38 ",2015,,,,,,,,,,CIP-1712,,,2018 - CIP-1712,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,,
MB,MB,MICROWAVE EQUIPMENT,MICROWAVE EQUIPMENT,RET,33500,,2015,2015,10,,1,Each,"$86,423.50 ",0,"$86,423.50 ",2015,TP Communications Equipment,,,,,,,,,BG00477504,,,"2002 Cost-$86,423.50 - TP Communications Equipment",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,MONITORING VESSEL SYSTEM,MONITORING VESSEL SYSTEM,RET,23300,,2015,2015,10,,1,Each,"$83,194.65 ",0,"$83,194.65 ",2015,LFT Mezzanine Maint Bldg,,,,,,,,,F0001996,,,LFT Mezzanine Maint Bldg,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,TRAILER REHAB - IS TRAILER,TRAILER REHAB - IS TRAILER,EXT,21100,,2015,2015,15,,1,Building,"$82,619.60 ",0,"$82,619.60 ",2015,Bldg G - IS Tech Trailer,,,,,,,,,FA00021,,,Bldg G - IS Tech Trailer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,STORES & PURCHASING BLDG,STORES & PURCHASING BLDG,EXT,22000,,2015,2015,25,,1,Building,"$82,008.00 ",0,"$82,008.00 ",2015,,,,,,,,,,BR000012,,,Purchasing Department Bldg,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,SANTA ROSA YARD RESURF,SANTA ROSA YARD RESURF,EXT,22300,,2015,2015,10,,1,Each,"$81,829.08 ",0,"$81,829.08 ",2015,D3 Service Building,,,,,,,,,BG00080203,,,"1998 Cost-$81,829.08 - D3 Service Building",,,,,,,,,3,,372880,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,SAN RAFAEL FUEL TANKS,SAN RAFAEL FUEL TANKS,EXT,23411,,2015,2015,10,,1,Each,"$81,389.44 ",0,"$81,389.44 ",2015,D1 Yard,,,,,,,,,BG00532507,,,"2000 Cost-$81,389.44 - D1 Yard",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,SANTA ROSA FUEL TANKS,SANTA ROSA FUEL TANKS,RET,23411,,2015,2015,10,,1,Each,"$81,389.44 ",0,"$81,389.44 ",2015,D3 Service Building,,,,,,,,,BG00533705,,,"2001 Cost-$81,389.44 - D3 Service Building",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,REDUCTION GEAR LH,REDUCTION GEAR LH,EXT,38302,,1998,1996,10,,1,Vehicle,"$80,446.11 ",0,"$80,446.11 ",2015,LFT Warehouse #1,,,,,,,,,FG000765,,,LFT Warehouse #1,,,,,,,,,3,,,FALSE,,,,,DF,450,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),58:11.9,,,,,,
FB,FB,GEARBOX SPARE MV DEL NOR,GEARBOX SPARE MD DEL NORTE,EXT,38302,,1999,1999,10,,1,Vehicle,"$78,936.00 ",0,"$78,936.00 ",2015,LFT Warehouse #1,,,,,,,,,F0001483,,,LFT Warehouse #1,,,,,,,,,3,,,FALSE,,,,,DF,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),55:02.6,,,,,,
MB,MB,SF BUS YARD RELOCATION,SF BUS YARD RELOCATION,EXT,22300,,2015,2015,10,,1,Each,"$78,160.06 ",0,"$78,160.06 ",2015,D4 San Francisco Plant,,,,,,,,,B000018203,,,"2004 Cost-$78,160.06 - D4 San Francisco Plant",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,TURNAROUND FAIRFAX,TURNAROUND FAIRFAX,EXT,22400,,2015,2015,10,,1,Each,"$76,231.48 ",0,"$76,231.48 ",2015,The Asset Itself,,,,,,,,,B0000771,,,"1991 Cost-$76,231.48 - TURNAROUND FAIRFAX",,,,,,,,,3,,20240,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,COMM/SURVEILLANCE EQUIP MVDN,COMM/SURVEILLANCE EQUIP MV DEL NORTE,EXT,38000,,2015,2015,8,,1,Each,"$75,028.01 ",0,"$75,028.01 ",2015,MV Del Norte,,,,,,,,,FG00076403,,,MV Del Norte,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,,
FB,FB,COMM/SURVEILLANCE EQUIP MVM,COMM/SURVEILLANCE EQUIP MVM,EXT,33300,,2015,2015,10,,1,Each,"$75,028.01 ",0,"$75,028.01 ",2015,MV Mendocino,,,,,,,,,FG00099404,,,"""5/31/11 Communication and security surveillance equipment for the MV Mendocino Ferry Proj #0716""",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,,
MB,MB,SANTA ROSA PROPERTY,YARD IMPROVEMENT,EXT,24200,,2015,2015,25,,1,Each,"$75,000.00 ",0,"$75,000.00 ",2015,,,,,,,,,,B0000181,,,"1972 Cost-$75,000 - 5 ACRES OPTION PROPERTY ON PINER RD",,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,TRAILER REHAB - REV AUDIT,TRAILER REHAB - REV AUDIT,EXT,21100,,2015,2015,15,,1,Building,"$74,130.93 ",0,"$74,130.93 ",2015,Bldg D - Auditing West Trailer,,,,,,,,,FA00020,,,Bldg D - Auditing West Trailer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,2011 CHEVROLET,2011 Chevrolet Sedan,RET,53001,,2015,2015,7,,4,Vehicles,"$18,434.90 ",0,"$73,739.60 ",2015,,,,,,,,,,A0003593-6,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,SAN RAFAEL BUS LOT ENTRANCE IM,SAN RAFAEL BUS LOT ENTRANCE IMROVEMENTS,EXT,21509,,2015,2015,25,,1,Space,"$72,113.90 ",0,"$72,113.90 ",2015,D1 Yard,,,,,,,,,BG00532708,,,D1 Yard,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,SOFTWARE LICENSES,SOFTWARE LICENSES,RET,39200,,2015,2015,5,,1,Each,"$71,723.95 ",0,"$71,723.95 ",2015,Bldg H - IS Trailer,,,,,,,,,A0003413,,,"2002 Cost-$71,723.95 -Located in Bldg H - IS Trailer",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,MILLING/LATHE MACHINE,MAINTENANCE EQUIPMENT,EXT,23300,,2015,2015,20,,1,Each,"$71,123.59 ",0,"$71,123.59 ",2015,,,,,,,,,,F0001383,,,10/31/15 - CIP 4-1449.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Ferryboat (FB),,,,,,,
FB,FB,VESSEL MAN OVERBOARD DAVITS,OSHA MAN OVERBOARD RETRIVAL SYSTEM,EXT,38100,,2015,2015,5,,1,Lump Sum,"$70,000.00 ",0,"$70,000.00 ",2015,,,,,,,,,,CIP-1642,,,Implement OSHA requirements for man overboard retrivel system,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),17:22.2,,,,,,
MB,MB,2015 FORD E350 ELDORADO VAN,2015 FORD E350 CUTAWAY EL DORADO,EXT,53002,,2015,2015,10,,1,Vehicles,"$67,538.74 ",0,"$67,538.74 ",2015,,,,,,,,,,B0009355,,,2015 - 1 OF 2 Vans. See B0009356. CIP 3-1539.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
MB,MB,2015 FORD E350 ELDORAD VAN CLASS A,2015 FORD E350 CUTAWAY EL DORADO,EXT,53002,,2015,2015,10,,1,Vehicles,"$67,538.74 ",0,"$67,538.74 ",2015,,,,,,,,,,B0009356,,,2015 - 2 OF 2 Vans. See B0009355. CIP 3-1539.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
MB,MB,TRUCK - INTERNATIONAL 2008,TRUCK - INTERNATIONAL 2008,EXT,53002,,2015,2015,10,,1,Vehicles,"$66,020.33 ",0,"$66,020.33 ",2015,D1 Yard,,,,,,,,,B0009299,,,Bus Division D1Yard,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
SY,SY,ROUTER - CISCO,ROUTER - CISCO,RET,39300,,2015,2015,5,,7,Each,"$9,390.58 ",0,"$65,734.06 ",2015,,,,,,,,,,A0003338-44,,,IS Computer Room - WAN Components - all disposed,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SANTA ROSA TERMINAL BLDG,SANTA ROSA TERMINAL BLDG SECURITY SYS,EXT,33307,,2015,2015,7,,1,Each,"$65,353.52 ",0,"$65,353.52 ",2015,D3 Service Building,,,,,,,,,BG00533303,,,Install security deterrent and detection system as the Santa Rosa Bus Facility,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Passenger Parking Facilities,,,,,,,
MB,MB,NOVATO BUS YARD RESURFACE,NOVATO BUS YARD,EXT,22300,,2015,2015,10,,1,Each,"$64,801.36 ",0,"$64,801.36 ",2015,,,,,,,,,,B000030503,,,2004 Overly the employee parking lot in Novato that has reached the end of its useful life.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
DR,DR,VAN PARATRANSIT 2008,2008 FORD E450 PARATRANSIT VAN,RET,52523,,2008,2008,10,,4,Vehicles,"$64,600.14 ",0,"$64,600.14 ",2008,WhistleStop,,,,,,,,,2008 FORD E450 PARATRANSIT,,,Contingency,,,,,,,,,2,,,FALSE,,Starcraft,STR,E450,HD,8,,,,,,,,,,,,,,,Revenue Vehicles,345703,50,,,,,,,TRUE,FALSE,Bus (BU),40:00.4,22,OOPE,NFPE,,,
SY,SY,TRAILER OFFICE DRAFTING,TRAILER OFFICE DRAFTING,EXT,21100,,2015,2015,25,,1,Building,"$64,057.51 ",0,"$64,057.51 ",2015,Bldg B - Procurement Trailer,,,,,,,,,B000021302,,,Bldg B - Procurement Trailer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,AIS SYSTEM FOR MS SONOMA,AIS SYSTEM FOR MS SONOMA,EXT,38201,,2015,2015,10,,1,Each,"$62,821.91 ",0,"$62,821.91 ",2015,MS Sonoma,,,,,,,,,FG000820,,,MS Sonoma,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,,
FC,FC,FAREBOX ID SOFTWARE UPGR,FAREBOX ID SOFTWARE UPGR,RET,39201,,2015,2015,10,,1,Each,"$62,500.00 ",0,"$62,500.00 ",2015,D1 Yard,,,,,,,,,B000904501,,,"1995 Cost-$62,500",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,SERVER REPLACEMENT,,EXT,39103,,2015,2015,5,,1,Each,"$62,453.17 ",0,"$62,453.17 ",2015,,,,,,,,,,CIP-1613,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SANTA ROSA SERVICE BLDG,SANTA ROSA SERVICE BLDG,EXT,21211,,2015,2015,50,,1,Each,"$61,744.00 ",0,"$61,744.00 ",2015,D3 Service Building,,,,,,,,,BG005334,,,"1975 Permanent Structures-$61,744 - D3 Service Building",,,,,,,,,3,,3600,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,LARKSPUR FUEL LINE,LARKSPUR FUEL LINE,EXT,23411,,2015,2015,10,,1,Each,"$59,494.00 ",0,"$59,494.00 ",2015,LFT Outside Areas,,,,,,,,,FG00047202,,,"1992 Cost-$59,494",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,BUS LIFT,Bus Lift,EXT,23412,,2015,2015,15,,1,Each,"$59,096.24 ",0,"$59,096.24 ",2015,D1 Maint Shop Repair Pit,,,,,,,,,B0009325,,,D1 Maint Shop Repair Pit,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,TELEPHONE SWITCH-LARKSPUR,TELEPHONE SWITCH-LARKSPUR,EXT,33401,,2015,2015,5,,1,Each,"$58,855.04 ",0,"$58,855.04 ",2015,LFT Kiosk E Concessionaire,,,,,,,,,A0003615,,,LFT Kiosk E Concessionaire,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,MTU 14V4000 ENGINE PARTS,MTU 14V4000 ENGINE PARTS,EXT,38301,,2011,2011,7,,1,Lot,"$58,318.04 ",0,"$58,318.04 ",2015,LFT Parts Room,,,,,,,,,F0001434,,,LFT Parts Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),12:35.7,,,,,,
FB,FB,MV SONOMA PASSENGER LIFT,MV SONOMA PASSENGER LIFT,EXT,38200,,2015,2015,10,,1,Vehicle,"$57,978.31 ",0,"$57,978.31 ",2015,MS Sonoma,,,,,,,,,FG00046406,,,MS Sonoma,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),34:27.3,,,,,,
MB,MB,FILTER - PM,FILTER - PM,RET,23300,,2015,2015,3,,8,Each,"$7,226.60 ",0,"$57,812.80 ",2015,,,,,,,,,,B0009311-18,,,Heavy Duty Maint Bldg,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,MV SONOMA SIDE PANELS,MV SONOMA SIDE PANELS,EXT,38100,,2015,2015,21,,1,Vehicle,"$57,617.00 ",0,"$57,617.00 ",2015,MS Sonoma,,,,,,,,,FG00046403,,,MS Sonoma,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),42:32.8,,,,,,
MB,MB,TRAILER MODULAR TOILET,TRAILER MODULAR TOILET,RET,22300,,2015,2015,25,,1,Each,"$57,611.14 ",0,"$57,611.14 ",2015,D4 San Francisco Plant,,,,,,,,,BG004854,,,"2004 Modular Toilet-$57,611.14-D4 San Francisco Plant",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,DX16500 DISK DEDUPLICATION B/U,DX16500 DISK DEDUPLICATION B/U,EXT,23100,,2015,2015,5,,1,Each,"$57,501.24 ",0,"$57,501.24 ",2015,IS Computer Room,,,,,,,,,A0003598,,,IS Computer Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,DX16500 DISK DEDUPLICATION B/U,DX16500 DISK DEDUPLICATION B/U,RET,23100,,2015,2015,5,,1,Each,"$57,501.23 ",0,"$57,501.23 ",2015,IS Computer Room,,,,,,,,,A0003599,,,IS Computer Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,WORK SKIFF,WORK SKIFF,EXT,53211,,2015,2015,10,,1,Vehicles,"$57,432.82 ",0,"$57,432.82 ",2015,LFT Outside Areas,,,,,,,,,F0001441,,,LFT Outside Areas,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Ferryboat (FB),,,,,,,
SY,SY,CISCO SWITCH,CISCO SWITCH,RET,39300,,2015,2015,5,,1,Each,"$56,953.99 ",0,"$56,953.99 ",2015,SR A&D Trailer Computer Rm,,,,,,,,,AG000486,,,SR A&D Trailer Computer Rm,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,MOBILE LIFT SYSTEM,MOBILE LIFT SYSTEM,EXT,23300,,2015,2015,15,,1,Each,"$56,935.32 ",0,"$56,935.32 ",2015,Heavy Duty Maint. Bldg.,,,,,,,,,BG004782,,,Heavy Duty Maint Bldg,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,FILTER CLEANING STATION,FILTER CLEANING STATION,EXT,23300,,2015,2015,15,,1,Each,"$56,831.25 ",0,"$56,831.25 ",2015,Heavy Duty Maint. Bldg.,,,,,,,,,B0009320,,,Heavy Duty Maint Bldg,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,EROSION STUDY,LARKSPUR FERRY TERMINAL,EXT,43000,,2015,2015,10,,1,Lump Sum,"$56,273.00 ",0,"$56,273.00 ",2015,,,,,,,,,,F0000398,,,CORTE MADERA,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
SY,SY,2009 CHEVROLET,CAR 2009 CHEVROLET,RET,53001,,2015,2015,7,,3,Vehicles,"$18,508.08 ",0,"$55,524.24 ",2015,,,,,,,,,,"A0003580-1,3",,,Adm Bldg Non-Rev Vehicles,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
MB,MB,2009 CHEVROLET,CAR 2009 CHEVROLET,RET,53001,,2015,2015,7,,3,Vehicles,"$18,508.08 ",0,"$55,524.24 ",2015,,,,,,,,,,A0003585-7,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,,
FB,FB,AIS SYSTEM FOR MS MARIN,AIS SYSTEM FOR MS MARIN,EXT,38201,,2015,2015,10,,1,Each,"$54,865.93 ",0,"$54,865.93 ",2015,MS Marin,,,,,,,,,FG000821,,,MS Marin,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,,
MB,MB,FSX TRAPBLASTER 7PNEUMATIC CLN,,EXT,23402,,2015,2015,15,,1,Each,"$54,814.19 ",0,"$54,814.19 ",2015,,,,,,,,,,B0009376,,,MFG #TBL0707SG-A1A. CIP 03-1739.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,AIS SYSTEM FOR MV DEL NORTE,AIS SYSTEM FOR MV DEL NORTE,EXT,38201,,2015,2015,10,,1,Each,"$54,187.03 ",0,"$54,187.03 ",2015,MV Del Norte,,,,,,,,,FG000818,,,MV Del Norte,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,,
FB,FB,LARKSPUR DOCK #1 CYLINDE,LARKSPUR DOCK #1 CYLINDE,EXT,43023,,2015,2015,30,,1,Each,"$53,485.45 ",0,"$53,485.45 ",2015,LFT Outside Areas,,,,,,,,,FG00047402,,,"2001 Cost-$53,485.45 - LFT Outside Areas",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,LARKSPUR DOCK #2 CYLINDE,LARKSPUR DOCK #2 CYLINDE,EXT,43023,,2015,2015,30,,1,Each,"$53,485.44 ",0,"$53,485.44 ",2015,LFT Outside Areas,,,,,,,,,FG00054502,,,"2001 Cost-$53,485.44 - LFT Outside Areas",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
SY,SY,DISASTER RECVR SYS EQUP HASTUS,DISASTER RECVR SYS EQUP HASTUS,EXT,21100,,2015,2015,4,,1,Each,"$52,178.36 ",0,"$52,178.36 ",2015,IS Computer Room,,,,,,,,,BR002270,,,IS Computer Rm,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
